well_plate,r,alpha,nitrate_concentration,population
E07_1,1.2750747682937649,0.030994938715164278,5,anc5
E07_10,1.2033834362912956,0.004627830239905137,40,anc5
E07_11,1.740444188955832,0.008448748538097708,40,17
E07_12,1.6199283563028746,0.013779866705554212,40,15
E07_13,1.4134995759535345,0.005716875751727664,60,anc5
E07_14,1.8074422034180904,0.003193296383207389,60,17
E07_15,1.5483969371669504,0.007372973807723899,60,15
E07_16,1.7396958423886797,0.0072770665204218,80,anc5
E07_17,1.9346848586201837,0.0034399890703622135,80,17
E07_18,1.704086323837018,0.007353943148548735,80,15
E07_19,2.0619859031619923,0.007007688483449505,100,11
E07_2,1.4264468923874474,0.021503693356141117,5,17
E07_20,1.6767013434367148,0.003092611469207272,100,17
E07_21,1.8423223598284117,0.00563731819621924,100,15
E07_22,1.8395949971073267,0.003346725578799379,400,anc5
E07_23,1.9960694003707948,0.002382020545173793,400,17
E07_24,1.5498109721223439,0.0019872530045436693,400,15
E07_25,1.4458957156848646,0.0013579147457447125,600,anc5
E07_26,1.5476028370482526,9.102549372625302e-4,600,17
E07_27,1.3678321005946044,0.0011345678043935905,600,15
E07_28,1.6147097139546103,0.002612998475141498,1000,anc5
E07_29,1.8092595994279308,0.001998804805089016,1000,17
E07_3,0.38116312159688315,0.004517261704873637,5,15
E07_30,1.4279247368004473,0.0012226636307473913,1000,15
E07_4,1.0140102337339691,0.015884249896602382,10,anc5
E07_5,1.4033620455834603,0.01891602449054004,10,17
E07_6,1.7669968444195252,0.04072956666593826,10,15
E07_7,1.3465827715425969,0.013344971727440359,20,anc5
E07_8,1.4256379704834796,0.0063915735295303755,20,17
E07_9,1.6275689146374461,0.03568227739679868,20,15
E08_1,1.0662749985051865,0.02849827333875909,5,33
E08_10,0.9646572845579967,0.0033276052725454675,40,33
E08_11,1.3498657112965937,0.0077260240645872155,40,9
E08_12,1.548276263675647,0.005602713683189269,40,30
E08_13,1.334088067645598,0.005006757541543047,60,33
E08_14,1.5021654065992833,0.009481543694961831,60,9
E08_15,1.5972414956090641,0.007888332508071109,60,30
E08_16,2.28296914614685,0.006847255831990871,80,33
E08_17,2.282642584125568,0.009977048278449396,80,9
E08_18,1.8432213745431918,0.007590366251553309,80,30
E08_19,1.924344671669166,0.006004302500097204,100,33
E08_2,1.1050167963243964,0.02376829532112624,5,9
E08_20,2.07452125234795,0.006048397565140108,100,9
E08_21,1.6519530749542615,0.0038349030178701513,100,30
E08_22,1.9464460300327748,0.00334862622447767,400,33
E08_23,1.8778563085430278,0.00243189888901867,400,9
E08_24,1.4814084736890945,0.0011584084238821536,400,5
E08_25,1.434412339513796,0.0015846209959421073,600,33
E08_26,1.3665465942800095,0.0018133777916063112,600,9
E08_27,1.2599781230950529,5.96091148709677e-4,600,30
E08_28,1.4131138292161234,0.0010432091255260583,1000,33
E08_29,2.161031201155038,0.001670417154211125,1000,9
E08_3,1.3441011611166307,0.03719231930579518,5,30
E08_30,1.2052497012080987,2.365422101537609e-4,1000,30
E08_4,1.232423789800172,0.021353074211942435,10,33
E08_5,1.0840340146933656,0.014879088535983334,10,9
E08_6,1.5615622114756404,0.021770229841645554,10,30
E08_7,1.2895387007850978,0.012613963809217347,20,33
E08_8,1.3439224162338008,0.02228647159696749,20,9
E08_9,1.7238923074761345,0.016701222427174756,20,30
E09_1,1.243913362763733,0.018105586660506334,5,6
E09_10,1.3018998069263874,0.0049024132949172005,40,6
E09_11,1.3757238300143073,0.001491510554496272,40,21
E09_12,1.2270415284610579,0.006551883459722256,40,20
E09_13,1.4576066248267028,0.006191944432277856,60,6
E09_14,1.676078729533924,0.002050207218793592,60,21
E09_15,1.3228939860255373,0.005738013074198207,60,20
E09_16,1.9216557935123362,0.0037690854304863654,80,6
E09_17,1.8091068914645627,0.002694200083423072,80,21
E09_18,1.687856504047018,0.006307375893201077,80,20
E09_19,1.6315310545397526,0.003506260663636764,100,6
E09_2,1.3466578057155296,0.011166870809963918,5,21
E09_20,1.837976528298947,0.0022035090865422774,100,21
E09_21,2.042384067395564,0.006803681259925489,100,20
E09_22,1.9612029826964676,0.0022395147700608,400,6
E09_23,1.9973179825931333,0.0021766455697741043,400,21
E09_24,1.43979297576653,0.001234323968532142,400,20
E09_25,1.3682957234824966,5.331200808133492e-4,600,6
E09_26,1.7748287262438855,0.0013096149428859854,600,21
E09_27,1.639721571319684,0.002200007664153062,600,20
E09_28,1.5074426105562626,0.001142055673901435,1000,6
E09_29,1.8512553267877234,0.003176673153309682,1000,21
E09_3,0.7175869768152848,0.01602675557844294,5,20
E09_30,1.2502389953715387,0.0010049894653584388,1000,20
E09_4,1.030120470660485,0.011319718411868202,10,6
E09_5,1.2368993970626958,0.00845515439652025,10,21
E09_6,1.4026612604303388,0.02946052472529283,10,20
E09_7,1.2283837881093373,0.008968573502989461,20,6
E09_8,1.1713407573272598,0.002393332014277865,20,21
E09_9,1.2628518548530259,0.019906716496100454,20,20
E10_1,1.1550152861624599,0.006577897371673102,5,8
E10_10,1.1019768228365925,1e-7,40,8
E10_11,1.4505499637011094,0.00926795673667325,40,22
E10_12,1.027346927895564,1e-7,40,5
E10_13,1.0956505281907065,1e-7,60,8
E10_14,1.5665354048461695,0.011003240202449397,60,22
E10_15,0.8769569970086883,1e-7,60,5
E10_16,1.7200608103348358,0.0032563359289780407,80,8
E10_17,2.0808607123416496,0.008878726716805823,80,22
E10_18,1.6876230852051743,0.007203546794657811,80,5
E10_19,1.8530110109240152,0.002790817751721038,100,8
E10_2,1.0906982920815214,0.02852316136921461,5,22
E10_20,1.6756040034243285,0.0036219405021052095,100,22
E10_21,1.7220505535518493,0.005899229833181017,100,5
E10_22,1.8261618613223078,0.003498093402231814,400,8
E10_23,2.075032149527059,0.0044682058775861065,400,22
E10_24,1.3971417343423402,0.0012941977930566759,400,30
E10_25,1.4669305676556466,0.0025008608059567928,600,8
E10_26,1.6681609927003478,0.002373338047223006,600,22
E10_27,1.7870263518349283,0.0024369590657345626,600,5
E10_28,1.7270590721728343,0.0022469039254324314,1000,8
E10_29,1.88671799450389,0.003871384478813816,1000,22
E10_3,0.7973441424848229,0.009681729451717615,5,5
E10_30,1.3441784447196057,0.0010308249940392319,1000,5
E10_4,1.1531074270592183,0.0034070499783838593,10,8
E10_5,1.410063587716133,0.02632955901045967,10,22
E10_6,0.9524825171928234,0.010454915585458129,10,5
E10_7,1.4022509781785613,0.0032580173200617577,20,8
E10_8,1.109235506561634,0.01263429958530108,20,22
E10_9,0.9398102231585741,0.008068718605409848,20,5
E11_1,0.5023771660577059,1e-7,5,24
E11_10,0.8749935562414242,1e-7,40,24
E11_11,1.434069186209745,0.008599727279337315,40,18
E11_12,1.4060859390104183,0.008304680927455614,40,16
E11_13,1.2249289127755807,1e-7,60,24
E11_14,1.790524557703866,0.01073511320970509,60,18
E11_15,1.5505882275413854,0.005487898836312721,60,16
E11_16,2.1429650791191786,0.005110768643116132,80,24
E11_17,2.253331521589867,0.009139697038881909,80,18
E11_18,1.8929266426726747,0.007196588220629372,80,16
E11_19,1.8738965703067003,0.005507127683025904,100,24
E11_2,1.033437404829914,0.01640584362252159,5,18
E11_20,1.7199236491282484,0.004061033645783966,100,18
E11_21,2.5877172745529915,0.008440364284837996,100,16
E11_22,2.0546745004179687,0.004055466212979058,400,24
E11_23,1.8220645035725649,0.002954181930491779,400,18
E11_24,1.3419503949229814,0.0014472694915522698,400,16
E11_25,1.506496460987465,0.0013228648821987912,600,24
E11_26,1.7345410284110478,0.0029518957466559475,600,18
E11_27,1.4016049417752137,0.002355905855767868,600,16
E11_28,1.6656200436871733,0.0015378772128499764,1000,24
E11_29,1.5119524885911992,0.0021046121691538186,1000,18
E11_3,1.254435074587171,0.032276151397395154,5,16
E11_30,1.573694570559576,0.002781398087457213,1000,16
E11_4,0.9063087106714895,0.0060749709208898425,10,24
E11_5,1.8719312439376081,0.03494247566949658,10,18
E11_6,1.19643598970151,0.020041122644324148,10,16
E11_7,0.7030670598786863,1e-7,20,24
E11_8,1.085121759098496,0.009993641490681139,20,18
E11_9,1.5774310771246483,0.02759436310573388,20,16
F02_1,1.0602128851400359,0.01649548383859143,5,25
F02_10,1.8217286620251592,0.00840494003658563,40,25
F02_11,1.8771149668042506,0.018716621350454498,40,28
F02_12,1.3434520113902946,0.010630932961484573,40,15
F02_13,1.7645996903964343,0.006039429258644578,60,25
F02_14,1.8510678077869673,0.007849823157215347,60,28
F02_15,1.4951392487007693,0.007523414415888606,60,15
F02_16,2.1609930338710788,0.006741522309502751,80,25
F02_17,1.7743443971143626,0.007547293595942201,80,28
F02_18,1.403393944978135,0.0034024974055267936,80,15
F02_19,1.6215860251729863,0.0043375556483854945,100,25
F02_2,0.731852003330059,0.001489922235579195,5,28
F02_20,1.6138941371055788,0.0023702689773780015,100,28
F02_21,1.5814005527483463,0.0038148050142845225,100,15
F02_22,1.6053634507905055,0.0033572755270110826,400,25
F02_23,1.8932595709769795,0.0019391601985354594,400,28
F02_24,1.67847401620232,0.0020828981597612265,400,15
F02_25,1.470997837910654,0.0015116057832729101,600,25
F02_26,1.6580505231767966,8.684217903671478e-4,600,28
F02_27,1.2943483315219468,9.044037704603624e-4,600,15
F02_28,1.2590796102454838,2.5486870298625574e-4,1000,25
F02_29,1.9055899155241929,0.0024602169330057476,1000,28
F02_3,0.4585881835367348,0.002976112899746182,5,15
F02_30,1.7612619876882452,0.0017469871017824201,1000,15
F02_4,1.3733571055681542,0.019896216804023887,10,25
F02_5,1.6574323511359137,0.031073693715017354,10,28
F02_6,1.65470501495797,0.05295018083348424,10,15
F02_7,1.4611474920265355,0.013859531044889002,20,25
F02_8,0.945852073055298,1e-7,20,28
F02_9,1.209474375710667,0.014853072679982109,20,15
F03_1,1.2661845323465195,0.028753393288408653,5,19
F03_10,0.9112060275965498,0.0018187221321300721,40,19
F03_11,1.1282642385207067,0.004760435310189441,40,4
F03_12,1.3356239409140573,0.00564636274981228,40,7
F03_13,1.2379123772932386,0.0037152574638990607,60,19
F03_14,1.4968708138296414,0.008517150596748523,60,4
F03_15,1.636634566643462,0.008028988011898693,60,7
F03_16,1.8477176259246062,0.006366453481312082,80,19
F03_17,2.21204309427202,0.006757558958641019,80,4
F03_18,1.47426104391168,0.005719964927039565,80,7
F03_19,1.487614522078049,0.0038481355516279355,100,19
F03_2,0.9939799005564793,0.020507190381878253,5,4
F03_20,2.3247904425181827,0.007287264751318396,100,4
F03_21,1.7698200052182809,0.006251777788206607,100,7
F03_22,1.344303947022476,5.872769742944923e-4,400,19
F03_23,1.969910292323297,0.0026464740263764048,400,4
F03_24,1.844494479064098,0.0021690519141424735,400,7
F03_25,1.0583779799720063,1e-7,600,19
F03_26,2.3141772877699847,0.003047810159068748,600,4
F03_27,1.6577869214542398,0.0018709619612173498,600,7
F03_28,1.3038030709283601,3.870969701885251e-4,1000,19
F03_29,1.8012400925477567,0.00209546254318351,1000,4
F03_3,1.2461196925111566,0.028170013374311288,5,7
F03_30,1.2239312008427505,3.8071269749443315e-4,1000,7
F03_4,1.0663261605799481,0.017354430019064348,10,19
F03_5,0.9347861116484368,0.012321498219098923,10,4
F03_6,0.8602361130568785,0.007572807391377998,10,7
F03_7,1.3187845547521015,0.011210301331924256,20,19
F03_8,1.0702540644438883,0.011441107704668883,20,4
F03_9,1.7185363527255122,0.015913663487503595,20,7
F04_1,1.5750392190741294,0.03160087472540539,5,6
F04_10,1.1161369656680526,0.0030647296392552702,40,6
F04_11,1.394011575693008,0.0016356565045680842,40,21
F04_12,1.3866066186551225,0.005239218068242054,40,29
F04_13,1.6578171982373122,0.008930652758939207,60,6
F04_14,1.6801269356248805,0.0024226912871329175,60,21
F04_15,1.6520371781582477,0.009573245197098082,60,29
F04_16,1.659294189628432,0.003865728834678426,80,6
F04_17,1.7924060222072553,0.0029295397605846496,80,21
F04_18,1.8128627178801804,0.010229512103851427,80,29
F04_19,1.4060480621036187,0.003880267741968011,100,6
F04_2,1.4709089737905663,0.010222396937562746,5,21
F04_20,1.938695225173276,0.0035544417018729397,100,21
F04_21,1.6607726759958872,0.00617213399328535,100,29
F04_22,1.4360044242086325,0.0010190227040107408,400,6
F04_23,2.0303540063722494,0.0018858471435259172,400,21
F04_24,1.619452778211064,0.0019882000472990742,400,29
F04_25,1.1799555420368188,1.2226551361211682e-4,600,6
F04_26,1.9150248693550445,0.001633396000649005,600,21
F04_27,1.140414878397691,8.297382130882818e-5,600,29
F04_28,1.2234698072675825,3.394502208221236e-4,1000,6
F04_29,1.6767501001452145,0.0016995245085509344,1000,21
F04_3,1.580329649024681,0.04859511064997014,5,29
F04_30,1.1616432759281115,1.9344049239134524e-4,1000,29
F04_4,1.3812400455534453,0.019238874117023956,10,6
F04_5,1.347321587656735,0.005989690734053376,10,21
F04_6,1.2180645585632255,0.01231896605884059,10,29
F04_7,1.2495592893201963,0.008789030967009842,20,6
F04_8,1.4613268922939193,0.003417224768183152,20,21
F04_9,1.7579513913860878,0.009639786408703867,20,29
F05_1,1.0162563381994996,0.020204528496492385,5,anc5
F05_10,0.9875350369665754,0.0028555143600042863,40,anc5
F05_11,1.9636706307565497,0.008881168034371317,40,17
F05_12,1.0888252611082507,0.0058774131562328615,40,anc3
F05_13,1.5651329943881422,0.0069532041961482835,60,anc5
F05_14,2.0483335867344854,0.006225122907682224,60,17
F05_15,1.6633713660497078,0.009335911822606298,60,anc3
F05_16,2.393032205027263,0.008584671849588174,80,anc5
F05_17,2.081916328201191,0.00493735312519703,80,17
F05_18,1.4216054486552214,0.005271721232769233,80,anc3
F05_19,1.4629176756325906,0.0047717272107977845,100,11
F05_2,1.4407918851911707,0.019602275235836984,5,17
F05_20,1.8900394054462724,0.0027620005610201614,100,17
F05_21,1.6027593040721975,0.005617034996518644,100,anc3
F05_22,1.6490565639286379,0.0032294011211968475,400,anc5
F05_23,1.9891052005050993,0.002600770507771502,400,17
F05_24,1.4548282556566734,0.0018222095862639315,400,anc3
F05_25,1.2478278475687843,0.001434169634516441,600,anc5
F05_26,1.4814319156729552,8.053227238225416e-4,600,17
F05_27,1.2860752704512577,7.263894781810381e-4,600,anc3
F05_28,1.420303809772466,0.0021962074930696263,1000,anc5
F05_29,1.6815576674351032,0.0014039251711956604,1000,17
F05_3,0.8668901933151246,0.021478681337942996,5,anc3
F05_30,1.3357360021754292,0.0012373224907532773,1000,anc3
F05_4,1.2355170154161665,0.020435294929157986,10,anc5
F05_5,1.7982622282358232,0.02485107513037912,10,17
F05_6,1.8597173797450979,0.04597053890935302,10,anc3
F05_7,1.2556132828232525,0.010930996636296764,20,anc5
F05_8,2.0542686393782383,0.013064715353497866,20,17
F05_9,1.1522932557097905,0.017285286923681153,20,anc3
F06_1,1.2549415186302206,0.006909265850938834,5,8
F06_10,1.0280120050998776,1e-7,40,8
F06_11,1.5823367995831443,0.008417796475313563,40,22
F06_12,1.4133185913288693,0.008576859724786307,40,anc4
F06_13,1.3582897046872637,0.002052283444429442,60,8
F06_14,1.189840006906367,0.003908222135924188,60,22
F06_15,1.4773747407980162,0.006733739195680578,60,anc4
F06_16,1.7136689577326178,0.0032440889969623955,80,8
F06_17,2.2964255266363316,0.007737508588109678,80,22
F06_18,1.648692612614479,0.006268304658770471,80,anc4
F06_19,1.783907372826399,0.0025993028316496952,100,8
F06_2,1.2243013080305811,0.03376178153314075,5,22
F06_20,1.9771638859718303,0.006010564129308709,100,22
F06_21,1.8992921608655489,0.006829828600287182,100,anc4
F06_22,1.2547883871650516,6.559117483224589e-4,400,8
F06_23,1.9900156697044635,0.003715779271130721,400,22
F06_24,1.379183218514051,0.002107436602814606,400,anc4
F06_25,1.6734443515131605,0.0027656381343381282,600,8
F06_26,1.1906993834344581,6.333081870358038e-4,600,22
F06_27,1.3109750831193758,0.001465433649181383,600,anc4
F06_28,1.631873316240579,0.0023067677575265362,1000,8
F06_29,1.705587110018348,0.0036189000375449784,1000,22
F06_3,1.1636496914538421,0.030372120979952743,5,anc4
F06_30,1.2930002134967702,0.0020960830572848994,1000,anc4
F06_4,1.2374612211239722,0.0029145730760255523,10,8
F06_5,1.6823851692124443,0.03201061573010344,10,22
F06_6,1.536691434507792,0.03694419413777062,10,anc4
F06_7,1.3569954140120681,0.003346783675934054,20,8
F06_8,1.3475418214805766,0.014322912318820885,20,22
F06_9,1.8646864718926548,0.03334375166915552,20,anc4
F07_1,0.8381410307150006,0.019694170186560344,5,32
F07_10,1.2294043823806995,0.0057623145750046205,40,32
F07_11,1.2326023745202486,0.004559320804349127,40,35
F07_12,1.3939795548421254,0.0075502882262478066,40,cc1690
F07_13,1.290893558939177,0.004098435045561838,60,32
F07_14,1.3953775007975062,0.003334238119240827,60,35
F07_15,1.4993911050651676,0.005800883049771813,60,cc1690
F07_16,2.3163559756385554,0.007101098188653395,80,32
F07_17,1.5271286794709233,0.0034266971090663543,80,35
F07_18,1.6100744527695394,0.005470783501778044,80,cc1690
F07_19,1.8773779650147524,0.005747291287706914,100,32
F07_2,1.5660313939618116,0.030053036284942304,5,35
F07_20,1.8741356134370577,0.005342573339235029,100,35
F07_21,1.7583835909133154,0.005436019872766527,100,cc1690
F07_22,1.9831634232366158,0.0028659143569910025,400,32
F07_23,1.7224564207020447,0.002025362763176511,400,35
F07_24,1.2142122191842661,7.758336372041645e-4,400,cc1690
F07_25,1.300935482235689,6.483779720200467e-4,600,32
F07_26,1.6210212097030354,0.0015690550420336923,600,35
F07_27,1.313383300720837,9.444616800515221e-4,600,cc1690
F07_28,1.3839923470456221,0.0013879280637919336,1000,32
F07_29,1.7136352879325287,0.0028734367572202588,1000,35
F07_3,1.1051363541123693,0.02980775686608284,5,cc1690
F07_30,1.2224469794239914,0.001514389306425784,1000,cc1690
F07_4,1.4312855730781369,0.026074671309791717,10,32
F07_5,1.3666627721027662,0.023387174730282657,10,35
F07_6,1.3681342056491685,0.030521701904531136,10,cc1690
F07_7,1.5552886976851272,0.017026077396607445,20,32
F07_8,1.1125081279657418,0.0055023607732998395,20,35
F07_9,1.6042998121629122,0.027393120749481928,20,cc1690
F08_1,1.2480601312045183,0.02388122773057943,5,14
F08_10,1.2356554004422287,0.004334926065384013,40,14
F08_11,1.5306795037450378,0.009106340210071175,40,31
F08_12,1.3273919679739519,0.005458474205651931,40,10
F08_13,1.32850968529038,0.003908728640768903,60,14
F08_14,1.249854053291376,0.004465734269588775,60,31
F08_15,1.5222442145070185,0.005929257825680054,60,10
F08_16,1.9412374379798445,0.005827332437195785,80,14
F08_17,2.056731917682877,0.006797348307694939,80,31
F08_18,1.6383207193206673,0.005721402814234796,80,10
F08_19,1.709871328903136,0.005044488977946095,100,14
F08_2,1.2823980934062393,0.025300531158926998,5,31
F08_20,1.5700337975393053,0.003014679739048588,100,31
F08_21,1.468181026178565,0.004177590942532637,100,10
F08_22,1.8734049261399908,0.0032287195552080567,400,14
F08_23,1.5683080696744816,0.0016778346054343442,400,31
F08_24,1.5147845226674974,0.0017808254948104307,400,10
F08_25,1.2774082257831254,0.0010010735192447036,600,14
F08_26,1.4045847229383321,0.0013867932050793505,600,31
F08_27,1.454863590289932,0.0019296250737851125,600,10
F08_28,1.3741426317982859,0.0014669280942438297,1000,14
F08_29,1.4813541252476063,0.0021547289325837384,1000,31
F08_3,0.8269832474164674,0.01715181153256089,5,10
F08_30,1.2807029283672142,0.0013546046708909029,1000,10
F08_4,0.8928067867850201,0.0085647461102613,10,14
F08_5,1.3743219682457082,0.023520849468098116,10,31
F08_6,1.599554613637374,0.03163638447636652,10,10
F08_7,1.0400477692983137,0.007887247670222678,20,14
F08_8,1.2509870065656756,0.011495596315054533,20,31
F08_9,1.2714826680388933,0.01236542163182235,20,10
F09_11,1.6214178618776367,0.010880103322266325,40,2
F09_12,1.5890396832176579,0.006629359468100676,40,3
F09_14,1.3382327729208408,0.007378676203688839,60,2
F09_15,1.677131698128809,0.005746214741794459,60,3
F09_17,2.4257166309728104,0.010035753894571712,80,2
F09_18,1.6314099420353225,0.00553950485364003,80,3
F09_2,1.013388397189174,0.016074395274303075,5,2
F09_20,1.6965742763185023,0.004816176127653131,100,2
F09_21,1.6049612914891627,0.005004311484545908,100,3
F09_23,2.6161019366034974,0.006538733754283681,400,2
F09_24,1.2112874725057834,0.0010158392557697243,400,3
F09_26,1.5521564579190579,0.0038980512991819366,600,2
F09_27,1.2562594117976842,0.0017054908460521153,600,3
F09_29,1.84915929262552,0.0046260874379337865,1000,2
F09_3,1.3204373092946207,0.030296651644128085,5,3
F09_30,1.1596741963815975,4.7405531365103215e-4,1000,3
F09_5,1.2617845787435094,0.02110147575977119,10,2
F09_6,2.2267631944546156,0.03624049093879646,10,3
F09_8,1.6866140227320896,0.01902467785704779,20,2
F09_9,1.7261808138339423,0.019263200603816318,20,3
F10_1,1.3578401093715176,0.03131889504523274,5,23
F10_10,1.696831115437871,0.008703589006792715,40,23
F10_11,1.4723658076710344,0.009593035659147382,40,anc2
F10_13,1.5579559214610748,0.004794489110060409,60,23
F10_14,1.4219034441378666,0.007558289691570648,60,anc2
F10_16,2.3681719847662803,0.006554790899936269,80,23
F10_17,2.1126161455075896,0.007819847281553403,80,anc2
F10_19,1.547859266886978,0.004154331282516151,100,23
F10_2,1.223317177703742,0.028492152511738686,5,anc2
F10_20,1.7663218115213055,0.004946860526985638,100,anc2
F10_22,1.6880152910147854,0.003008119140958408,400,23
F10_23,1.6933268200551554,0.0024356896143141547,400,anc2
F10_25,1.2235371149226153,7.626291306629506e-4,600,23
F10_26,1.3598836348692402,0.0011383204098424325,600,anc2
F10_28,1.6516826304595773,0.002384728220666266,1000,23
F10_29,1.7585465741286517,0.003302203526714241,1000,anc2
F10_4,1.6338790352050419,0.0285451781822085,10,23
F10_5,1.1814928730999028,0.01622389193446812,10,anc2
F10_7,1.3614895554147222,0.014857070874136659,20,23
F10_8,1.5626625088327462,0.016930520523494155,20,anc2
F11_1,0.6105450642977828,0.004408537078270762,5,1
F11_10,1.4939816805758146,0.006569027885916051,40,1
F11_11,1.2452002865350709,0.00626373753875317,40,26
F11_13,1.5901183091311895,0.006325522110906693,60,1
F11_14,1.804528489431272,0.012077971681958294,60,26
F11_16,1.8638354998443605,0.006613067676043435,80,1
F11_17,2.439961155960111,0.011520463176403503,80,26
F11_19,1.4812418703582724,0.0040309228495945286,100,1
F11_2,0.9861343450272999,0.019091961549632195,5,26
F11_20,1.9056285115880858,0.006319205085820459,100,26
F11_22,1.5246388477065829,0.0021779005696824453,400,1
F11_23,1.795142534259739,0.002983221194499827,400,26
F11_25,1.267502896174413,4.99655299501934e-4,600,1
F11_26,1.7293175963045402,0.0031646676045579457,600,26
F11_28,1.5864775962669146,0.0012853233571862362,1000,1
F11_29,1.60396532194167,0.003058176126290111,1000,26
F11_4,1.0264462992261523,0.011160878470163862,10,1
F11_5,1.2843497919870805,0.01785829301545235,10,26
F11_7,1.2282102263993389,0.009972396983074196,20,1
F11_8,1.3112058203289942,0.01321743700507464,20,26
G02_1,1.5372293455333694,0.038975676154225466,5,11
G02_10,1.3641595363997654,0.007073490230840412,40,11
G02_11,0.8557281675164078,1e-7,40,27
G02_13,1.7092361474479012,0.006079380258681968,60,11
G02_14,0.8446239734134751,1e-7,60,27
G02_16,2.182183501828803,0.007405330604549564,80,11
G02_17,1.2363667740523525,0.0035640421072833184,80,27
G02_19,1.5290185955204965,0.004433818309604618,100,anc5
G02_2,1.0903248087334148,0.02359046170983418,5,27
G02_20,1.6249974980697979,0.006878334278651724,100,27
G02_22,1.1840726526091807,0.0011372519696911621,400,11
G02_23,2.540321951799206,0.0043320172291646435,400,27
G02_25,1.9496165776492256,0.00433228472057579,600,11
G02_26,1.9257318823109106,0.0016264785526246964,600,27
G02_28,1.8245984992300375,0.0036737556826560882,1000,11
G02_29,1.4675962512153597,6.917478549855978e-4,1000,27
G02_4,1.5400132940112892,0.033497979176739044,10,11
G02_5,0.6229776993941947,1e-7,10,27
G02_7,1.5022513712242267,0.017176630953907313,20,11
G02_8,0.9115472396002279,0.005884134941887834,20,27
G03_1,1.1877583134202625,0.025193816887432947,5,33
G03_10,1.506234597140075,0.007913911369058196,40,33
G03_11,1.3840546879801912,0.007433173144459609,40,9
G03_13,1.3255291297053442,0.0048179030529253,60,33
G03_14,1.4556139627927247,0.006646975482844851,60,9
G03_16,2.218323687266065,0.007145877317026054,80,33
G03_17,1.7793634045860303,0.00612915320895342,80,9
G03_19,1.735312123121878,0.005159899096343113,100,33
G03_2,0.8766807360033883,0.018437359954719602,5,9
G03_20,2.0530297274951237,0.007019163803952611,100,9
G03_22,1.6280557461987781,0.0026099567989374,400,33
G03_23,1.8883028952316347,0.0015562224528752376,400,9
G03_25,1.2078658544583696,0.0011199624103812391,600,33
G03_26,1.9016397360727053,0.0018006413158493414,600,9
G03_28,1.4187168720932744,9.705262557488505e-4,1000,33
G03_29,1.8272412587806597,0.0024283567273609935,1000,9
G03_4,1.5880109392979385,0.032470138842395115,10,33
G03_5,1.1237344610407813,0.021587368947667884,10,9
G03_7,1.2487376697099921,0.010473292396307454,20,33
G03_8,1.2641382937572996,0.012840797479196116,20,9
