well_plate,r,nitrate_concentration,population,alpha
E09_17,1.8091068914645627,80,21,1e-7
E09_18,1.687856504047018,80,20,6.189800430162111e-4
E09_19,1.6315310545397526,100,6,1e-7
E09_2,1.3466578057155296,5,21,0.010071491816431834
E09_20,1.837976528298947,100,21,1e-7
E09_21,2.042384067395564,100,20,1e-7
E09_22,1.9612029826964676,400,6,1e-7
E09_23,1.9973179825931333,400,21,1e-7
E09_24,1.43979297576653,400,20,1e-7
E09_25,1.3682957234824966,600,6,1e-7
E09_26,1.7748287262438855,600,21,1e-7
E09_27,1.639721571319684,600,20,1e-7
E09_28,1.5074426105562626,1000,6,1e-7
E09_29,1.8512553267877234,1000,21,1e-7
E09_3,0.7175869768152848,5,20,0.037517235922758366
E09_30,1.2502389953715387,1000,20,1e-7
E09_4,1.030120470660485,10,6,0.01931314281629974
E09_5,1.2368993970626958,10,21,0.00857494575218938
E09_6,1.4026612604303388,10,20,0.025835737569227853
E09_7,1.2283837881093373,20,6,0.010012091919564228
E09_8,1.1713407573272598,20,21,0.0014744625367551657
E09_9,1.2628518548530259,20,20,0.01921478198342863
E10_1,1.1550152861624599,5,8,0.007132871934292566
E10_10,1.1019768228365925,40,8,3.4654034450264874e-4
E10_11,1.4505499637011094,40,22,0.006155307192138291
E10_12,1.027346927895564,40,5,0.01000782760648196
E10_13,1.0956505281907065,60,8,1e-7
E10_14,1.5665354048461695,60,22,0.006356990679452474
E10_15,0.8769569970086883,60,5,0.005244163846030967
E10_16,1.7200608103348358,80,8,1e-7
E10_17,2.0808607123416496,80,22,0.0011276156544948852
E10_18,1.6876230852051743,80,5,9.655356376000796e-4
E10_19,1.8530110109240152,100,8,1e-7
E10_2,1.0906982920815214,5,22,0.0368153124617061
E10_20,1.6756040034243285,100,22,1e-7
E10_21,1.7220505535518493,100,5,5.355794020596218e-4
E10_22,1.8261618613223078,400,8,1e-7
E10_23,2.075032149527059,400,22,1e-7
E10_24,1.3971417343423402,400,30,1e-7
E10_25,1.4669305676556466,600,8,1e-7
E10_26,1.6681609927003478,600,22,1e-7
E10_27,1.7870263518349283,600,5,1e-7
E10_28,1.7270590721728343,1000,8,1e-7
E10_29,1.88671799450389,1000,22,1e-7
E10_3,0.7973441424848229,5,5,0.048459035504024556
E10_30,1.3441784447196057,1000,5,1e-7
E10_4,1.1531074270592183,10,8,0.00520008081239371
E10_5,1.410063587716133,10,22,0.024150960635786742
E10_6,0.9524825171928234,10,5,0.021767970427741506
E10_7,1.4022509781785613,20,8,0.0013547112626548362
E10_8,1.109235506561634,20,22,0.01645643144188006
E10_9,0.9398102231585741,20,5,0.016730009483967974
E11_1,0.5023771660577059,5,24,0.052266911550671764
E11_10,0.8749935562414242,40,24,0.014766030324748543
E11_11,1.434069186209745,40,18,0.005647241958067442
E11_12,1.4060859390104183,40,16,0.005765863750695843
E11_13,1.2249289127755807,60,24,0.006514606152616299
E11_14,1.790524557703866,60,18,0.004312723494271152
E11_15,1.5505882275413854,60,16,0.0016332002423395705
E11_16,2.1429650791191786,80,24,1e-7
E11_17,2.253331521589867,80,18,7.993161263314993e-4
E11_18,1.8929266426726747,80,16,3.7939636340055894e-4
E11_19,1.8738965703067003,100,24,1e-7
E11_2,1.033437404829914,5,18,0.02297374842752338
E11_20,1.7199236491282484,100,18,1e-7
E11_21,2.5877172745529915,100,16,1e-7
E11_22,2.0546745004179687,400,24,1e-7
E11_23,1.8220645035725649,400,18,1e-7
E11_24,1.3419503949229814,400,16,1e-7
E11_25,1.506496460987465,600,24,1e-7
E11_26,1.7345410284110478,600,18,1e-7
E11_27,1.4016049417752137,600,16,1e-7
E11_28,1.6656200436871733,1000,24,1e-7
E11_29,1.5119524885911992,1000,18,1e-7
E11_3,1.254435074587171,5,16,0.03363873221763584
E11_30,1.573694570559576,1000,16,1e-7
E11_4,0.9063087106714895,10,24,0.028406133469389347
E11_5,1.8719312439376081,10,18,0.02108613989802203
E11_6,1.19643598970151,10,16,0.021399663563897785
E11_7,0.7030670598786863,20,24,0.024658266328368924
E11_8,1.085121759098496,20,18,0.012261868404373592
E11_9,1.5774310771246483,20,16,0.019550031468800248
F02_1,1.0602128851400359,5,25,0.022060159096440084
F02_10,1.8217286620251592,40,25,0.0032089236921341068
F02_11,1.8771149668042506,40,28,0.009074081318889798
F02_12,1.3434520113902946,40,15,0.0073913285084492445
F02_13,1.7645996903964343,60,25,0.0014563020661526066
F02_14,1.8510678077869673,60,28,0.002473594909358974
F02_15,1.4951392487007693,60,15,0.0032613347152797845
F02_16,2.1609930338710788,80,25,1e-7
F02_17,1.7743443971143626,80,28,0.0014029607593604018
F02_18,1.403393944978135,80,15,1e-7
F02_19,1.6215860251729863,100,25,1e-7
F02_2,0.731852003330059,5,28,0.017778612972650553
F02_20,1.6138941371055788,100,28,1e-7
F02_21,1.5814005527483463,100,15,1e-7
F02_22,1.6053634507905055,400,25,1e-7
F02_23,1.8932595709769795,400,28,1e-7
F02_24,1.67847401620232,400,15,1e-7
F02_25,1.470997837910654,600,25,1e-7
F02_26,1.6580505231767966,600,28,1e-7
F02_27,1.2943483315219468,600,15,1e-7
F02_28,1.2590796102454838,1000,25,1e-7
F02_29,1.9055899155241929,1000,28,1e-7
F02_3,0.4585881835367348,5,15,0.041709363845691044
F02_30,1.7612619876882452,1000,15,1e-7
F02_4,1.3733571055681542,10,25,0.016925385905103597
F02_5,1.6574323511359137,10,28,0.02203919469074864
F02_6,1.65470501495797,10,15,0.038887932643620386
F02_7,1.4611474920265355,20,25,0.010112801110249306
F02_8,0.945852073055298,20,28,0.004637157562881989
F02_9,1.209474375710667,20,15,0.013759258737040522
F03_1,1.2661845323465195,5,19,0.0320647633907752
F03_10,0.9112060275965498,40,19,0.006008490430076897
F03_11,1.1282642385207067,40,4,0.006409079753295497
F03_12,1.3356239409140573,40,7,0.004574721227807158
F03_13,1.2379123772932386,60,19,0.0049528393844132925
F03_14,1.4968708138296414,60,4,0.0053761416936160605
F03_15,1.636634566643462,60,7,0.003903044626853021
F03_16,1.8477176259246062,80,19,3.84566075382228e-4
F03_17,2.21204309427202,80,4,1e-7
F03_18,1.47426104391168,80,7,0.0013407876857407135
F03_19,1.487614522078049,100,19,1e-7
F03_2,0.9939799005564793,5,4,0.03756139419195973
F03_20,2.3247904425181827,100,4,1e-7
F03_21,1.7698200052182809,100,7,1.087960867862682e-4
F03_22,1.344303947022476,400,19,1e-7
F03_23,1.969910292323297,400,4,1e-7
F03_24,1.844494479064098,400,7,1e-7
F03_25,1.0583779799720063,600,19,1e-7
F03_26,2.3141772877699847,600,4,1e-7
F03_27,1.6577869214542398,600,7,1e-7
F03_28,1.3038030709283601,1000,19,1e-7
F03_29,1.8012400925477567,1000,4,1e-7
F03_3,1.2461196925111566,5,7,0.03512896345665732
F03_30,1.2239312008427505,1000,7,1e-7
F03_4,1.0663261605799481,10,19,0.023950216525143682
F03_5,0.9347861116484368,10,4,0.025931180062593626
F03_6,0.8602361130568785,10,7,0.017812839934711597
F03_7,1.3187845547521015,20,19,0.012977973905867971
F03_8,1.0702540644438883,20,4,0.017858374363103245
F03_9,1.7185363527255122,20,7,0.010858709553515646
F04_1,1.5750392190741294,5,6,0.024323062649260645
F04_10,1.1161369656680526,40,6,0.005614329997766122
F04_11,1.394011575693008,40,21,1e-7
F04_12,1.3866066186551225,40,29,0.002780047953785269
F04_13,1.6578171982373122,60,6,0.0057394554881578085
F04_14,1.6801269356248805,60,21,1e-7
F04_15,1.6520371781582477,60,29,0.004121557700543079
F04_16,1.659294189628432,80,6,1e-7
F04_17,1.7924060222072553,80,21,1e-7
F04_18,1.8128627178801804,80,29,0.002735844180149106
F04_19,1.4060480621036187,100,6,1e-7
F04_2,1.4709089737905663,5,21,0.0074984845960710126
F04_20,1.938695225173276,100,21,1e-7
F04_21,1.6607726759958872,100,29,6.190400080859149e-4
F04_22,1.4360044242086325,400,6,1e-7
F04_23,2.0303540063722494,400,21,1e-7
F04_24,1.619452778211064,400,29,1e-7
F04_25,1.1799555420368188,600,6,1e-7
F04_26,1.9150248693550445,600,21,1e-7
F04_27,1.140414878397691,600,29,1e-7
F04_28,1.2234698072675825,1000,6,1e-7
F04_29,1.6767501001452145,1000,21,1e-7
F04_3,1.580329649024681,5,29,0.0382849068739325
F04_30,1.1616432759281115,1000,29,1e-7
F04_4,1.3812400455534453,10,6,0.01961722722440693
F04_5,1.347321587656735,10,21,0.004910619393521579
F04_6,1.2180645585632255,10,29,0.012493037137892434
F04_7,1.2495592893201963,20,6,0.009352673214163136
F04_8,1.4613268922939193,20,21,9.000405964352016e-4
F04_9,1.7579513913860878,20,29,0.0046197764652578886
F05_1,1.0162563381994996,5,anc5,0.028698153399869693
F05_10,0.9875350369665754,40,anc5,0.004891608473203325
F05_11,1.9636706307565497,40,17,0.0024695210163416526
F05_12,1.0888252611082507,40,anc3,0.007230411083588178
F05_13,1.5651329943881422,60,anc5,0.0035915340981054673
F05_14,2.0483335867344854,60,17,7.805994146586244e-4
F05_15,1.6633713660497078,60,anc3,0.004283874663812049
F05_16,2.393032205027263,80,anc5,2.938046128925266e-4
F05_17,2.081916328201191,80,17,1e-7
F05_18,1.4216054486552214,80,anc3,0.0012296157550203306
F05_19,1.4629176756325906,100,11,3.9617591576496144e-4
F05_2,1.4407918851911707,5,17,0.015803020510567867
F05_20,1.8900394054462724,100,17,1e-7
F05_21,1.6027593040721975,100,anc3,6.631382554505538e-4
F05_22,1.6490565639286379,400,anc5,1e-7
F05_23,1.9891052005050993,400,17,1e-7
F05_24,1.4548282556566734,400,anc3,1e-7
F05_25,1.2478278475687843,600,anc5,1e-7
F05_26,1.4814319156729552,600,17,1e-7
F05_27,1.2860752704512577,600,anc3,1e-7
F05_28,1.420303809772466,1000,anc5,1e-7
F05_29,1.6815576674351032,1000,17,1e-7
F05_3,0.8668901933151246,5,anc3,0.035600222973361226
F05_30,1.3357360021754292,1000,anc3,1e-7
F05_4,1.2355170154161665,10,anc5,0.022512756212593483
F05_5,1.7982622282358232,10,17,0.014758123460959553
F05_6,1.8597173797450979,10,anc3,0.028970953747509545
F05_7,1.2556132828232525,20,anc5,0.010835455430764052
F05_8,2.0542686393782383,20,17,0.005119506921870367
F05_9,1.1522932557097905,20,anc3,0.020533386423203535
F06_1,1.2549415186302206,5,8,0.006755191105381723
F06_10,1.0280120050998776,40,8,3.5904820869625016e-4
F06_11,1.5823367995831443,40,22,0.004419893568460898
F06_12,1.4133185913288693,40,anc4,0.006388339809950224
F06_13,1.3582897046872637,60,8,1.79388768774079e-4
F06_14,1.189840006906367,60,22,0.0031578753328395073
F06_15,1.4773747407980162,60,anc4,0.0035043182706173664
F06_16,1.7136689577326178,80,8,1e-7
F06_17,2.2964255266363316,80,22,1e-7
F06_18,1.648692612614479,80,anc4,9.849250140266804e-4
F06_19,1.783907372826399,100,8,1e-7
F06_2,1.2243013080305811,5,22,0.03655151246235516
F06_20,1.9771638859718303,100,22,1e-7
F06_21,1.8992921608655489,100,anc4,1.35818905115527e-4
F06_22,1.2547883871650516,400,8,1e-7
F06_23,1.9900156697044635,400,22,1e-7
F06_24,1.379183218514051,400,anc4,1e-7
F06_25,1.6734443515131605,600,8,1e-7
F06_26,1.1906993834344581,600,22,1e-7
F06_27,1.3109750831193758,600,anc4,1e-7
F06_28,1.631873316240579,1000,8,1e-7
F06_29,1.705587110018348,1000,22,1e-7
F06_3,1.1636496914538421,5,anc4,0.03541328881772067
F06_30,1.2930002134967702,1000,anc4,1e-7
F06_4,1.2374612211239722,10,8,0.0026716981701376424
F06_5,1.6823851692124443,10,22,0.02166485151169498
F06_6,1.536691434507792,10,anc4,0.02889464194295983
F06_7,1.3569954140120681,20,8,0.0015222493828878606
F06_8,1.3475418214805766,20,22,0.01289727918878855
F06_9,1.8646864718926548,20,anc4,0.019521456812774268
F07_1,0.8381410307150006,5,32,0.032886944118616215
F07_10,1.2294043823806995,40,32,0.004536042504706867
F07_11,1.2326023745202486,40,35,0.003075342275539094
F07_12,1.3939795548421254,40,cc1690,0.004518921920816293
F07_13,1.290893558939177,60,32,0.0022057566275031867
F07_14,1.3953775007975062,60,35,5.434759242390092e-4
F07_15,1.4993911050651676,60,cc1690,0.002406756510855158
F07_16,2.3163559756385554,80,32,1e-7
F07_17,1.5271286794709233,80,35,1e-7
F07_18,1.6100744527695394,80,cc1690,2.630961439324528e-4
F07_19,1.8773779650147524,100,32,1e-7
F07_2,1.5660313939618116,5,35,0.022483082924704845
F07_20,1.8741356134370577,100,35,1e-7
F07_21,1.7583835909133154,100,cc1690,1e-7
F07_22,1.9831634232366158,400,32,1e-7
F07_23,1.7224564207020447,400,35,1e-7
F07_24,1.2142122191842661,400,cc1690,1e-7
F07_25,1.300935482235689,600,32,1e-7
F07_26,1.6210212097030354,600,35,1e-7
F07_27,1.313383300720837,600,cc1690,1e-7
F07_28,1.3839923470456221,1000,32,1e-7
F07_29,1.7136352879325287,1000,35,1e-7
F07_3,1.1051363541123693,5,cc1690,0.03539658532019921
F07_30,1.2224469794239914,1000,cc1690,1e-7
F07_4,1.4312855730781369,10,32,0.021413684154446444
F07_5,1.3666627721027662,10,35,0.0208020784549242
F07_6,1.3681342056491685,10,cc1690,0.02678008094601148
F07_7,1.5552886976851272,20,32,0.01115072025257951
F07_8,1.1125081279657418,20,35,0.0064179520380237415
F07_9,1.6042998121629122,20,cc1690,0.018541152707992645
F08_1,1.2480601312045183,5,14,0.027473440289818355
F08_10,1.2356554004422287,40,14,0.0040363378634700724
F08_11,1.5306795037450378,40,31,0.005562951610240978
F08_12,1.3273919679739519,40,10,0.004482904215807051
F08_13,1.32850968529038,60,14,0.002310987264466993
F08_14,1.249854053291376,60,31,0.0033705764993125446
F08_15,1.5222442145070185,60,10,0.0026752245095041016
F08_16,1.9412374379798445,80,14,1e-7
F08_17,2.056731917682877,80,31,1e-7
F08_18,1.6383207193206673,80,10,5.467873085313118e-4
F08_19,1.709871328903136,100,14,1e-7
F08_2,1.2823980934062393,5,31,0.02531704319820442
F08_20,1.5700337975393053,100,31,1e-7
F08_21,1.468181026178565,100,10,1e-7
F08_22,1.8734049261399908,400,14,1e-7
F08_23,1.5683080696744816,400,31,1e-7
F08_24,1.5147845226674974,400,10,1e-7
F08_25,1.2774082257831254,600,14,1e-7
F08_26,1.4045847229383321,600,31,1e-7
F08_27,1.454863590289932,600,10,1e-7
F08_28,1.3741426317982859,1000,14,1e-7
F08_29,1.4813541252476063,1000,31,1e-7
F08_3,0.8269832474164674,5,10,0.03542685746565516
F08_30,1.2807029283672142,1000,10,1e-7
F08_4,0.8928067867850201,10,14,0.01801879698614835
F08_5,1.3743219682457082,10,31,0.021413237162225346
F08_6,1.599554613637374,10,10,0.02311575129990278
F08_7,1.0400477692983137,20,14,0.010864664093202425
F08_8,1.2509870065656756,20,31,0.012228189193461223
F08_9,1.2714826680388933,20,10,0.012659294572517143
F09_11,1.6214178618776367,40,2,0.006336877142304301
F09_12,1.5890396832176579,40,3,0.0026963901693052247
F09_14,1.3382327729208408,60,2,0.005408911846113102
F09_15,1.677131698128809,60,3,0.0011709513169242069
F09_17,2.4257166309728104,80,2,0.001052930376354625
F09_18,1.6314099420353225,80,3,3.4413489882297596e-4
F09_2,1.013388397189174,5,2,0.02967739642938934
F09_20,1.6965742763185023,100,2,1e-7
F09_21,1.6049612914891627,100,3,1e-7
F09_23,2.6161019366034974,400,2,1e-7
F09_24,1.2112874725057834,400,3,1e-7
F09_26,1.5521564579190579,600,2,1e-7
F09_27,1.2562594117976842,600,3,1e-7
F09_29,1.84915929262552,1000,2,1e-7
F09_3,1.3204373092946207,5,3,0.02864021763949691
F09_30,1.1596741963815975,1000,3,1e-7
F09_5,1.2617845787435094,10,2,0.023768035785859395
F09_6,2.2267631944546156,10,3,0.017624485057129435
F09_8,1.6866140227320896,20,2,0.013781590813147084
F09_9,1.7261808138339423,20,3,0.011171779987099175
F10_1,1.3578401093715176,5,23,0.030978535421349544
F10_10,1.696831115437871,40,23,0.003925086236529276
F10_11,1.4723658076710344,40,anc2,0.00562317224423669
F10_13,1.5579559214610748,60,23,0.0017392453921459441
F10_14,1.4219034441378666,60,anc2,0.0044379993356789445
F10_16,2.3681719847662803,80,23,1e-7
F10_17,2.1126161455075896,80,anc2,4.318797149371207e-4
F10_19,1.547859266886978,100,23,1e-7
F10_2,1.223317177703742,5,anc2,0.03073012773929362
F10_20,1.7663218115213055,100,anc2,1e-7
F10_22,1.6880152910147854,400,23,1e-7
F10_23,1.6933268200551554,400,anc2,1e-7
F10_25,1.2235371149226153,600,23,1e-7
F10_26,1.3598836348692402,600,anc2,1e-7
F10_28,1.6516826304595773,1000,23,1e-7
F10_29,1.7585465741286517,1000,anc2,1e-7
F10_4,1.6338790352050419,10,23,0.02059211157386713
F10_5,1.1814928730999028,10,anc2,0.017070878256474204
F10_7,1.3614895554147222,20,23,0.012174297848491887
F10_8,1.5626625088327462,20,anc2,0.011272031959586384
F11_1,0.6105450642977828,5,1,0.026942228792584816
F11_10,1.4939816805758146,40,1,0.004083793682707485
F11_11,1.2452002865350709,40,26,0.00510892302899375
F11_13,1.5901183091311895,60,1,0.0028425832400311075
F11_14,1.804528489431272,60,26,0.00545832408845796
F11_16,1.8638354998443605,80,1,7.346217382200768e-4
F11_17,2.439961155960111,80,26,0.0018438344170759614
F11_19,1.4812418703582724,100,1,3.2843379762299336e-5
F11_2,0.9861343450272999,5,26,0.028610114220492425
F11_20,1.9056285115880858,100,26,1e-7
F11_22,1.5246388477065829,400,1,1e-7
F11_23,1.795142534259739,400,26,1e-7
F11_25,1.267502896174413,600,1,1e-7
F11_26,1.7293175963045402,600,26,1e-7
F11_28,1.5864775962669146,1000,1,1e-7
F11_29,1.60396532194167,1000,26,1e-7
F11_4,1.0264462992261523,10,1,0.01917909080766783
F11_5,1.2843497919870805,10,26,0.018212229270425623
F11_7,1.2282102263993389,20,1,0.010337966906623404
F11_8,1.3112058203289942,20,26,0.011576766155246672
G02_1,1.5372293455333694,5,11,0.03199050204159144
G02_10,1.3641595363997654,40,11,0.005032519925883065
G02_11,0.8557281675164078,40,27,0.016316743686049438
G02_13,1.7092361474479012,60,11,0.002121099532844738
G02_14,0.8446239734134751,60,27,0.011963694302706654
G02_16,2.182183501828803,80,11,7.723289885308785e-5
G02_17,1.2363667740523525,80,27,0.0011246685365665018
G02_19,1.5290185955204965,100,anc5,1e-7
G02_2,1.0903248087334148,5,27,0.03943997099596988
G02_20,1.6249974980697979,100,27,0.0013638185508802743
G02_22,1.1840726526091807,400,11,1e-7
G02_23,2.540321951799206,400,27,1e-7
G02_25,1.9496165776492256,600,11,1e-7
G02_26,1.9257318823109106,600,27,1e-7
G02_28,1.8245984992300375,1000,11,1e-7
G02_29,1.4675962512153597,1000,27,1e-7
G02_4,1.5400132940112892,10,11,0.027076405075611137
G02_5,0.6229776993941947,10,27,0.043340290445088914
G02_7,1.5022513712242267,20,11,0.01260700635514264
G02_8,0.9115472396002279,20,27,0.017171589804182003
G03_1,1.1877583134202625,5,33,0.02851939906518786
G03_10,1.506234597140075,40,33,0.0050797814620326415
G03_11,1.3840546879801912,40,9,0.006288736845073408
G03_13,1.3255291297053442,60,33,0.0033102895532644318
G03_14,1.4556139627927247,60,9,0.0037231553694066334
G03_16,2.218323687266065,80,33,5.150357598437706e-6
G03_17,1.7793634045860303,80,9,3.3786740875513526e-4
G03_19,1.735312123121878,100,33,1e-7
G03_2,0.8766807360033883,5,9,0.03633296871387265
G03_20,2.0530297274951237,100,9,1e-7
G03_22,1.6280557461987781,400,33,1e-7
G03_23,1.8883028952316347,400,9,1e-7
G03_25,1.2078658544583696,600,33,1e-7
G03_26,1.9016397360727053,600,9,1e-7
G03_28,1.4187168720932744,1000,33,1e-7
G03_29,1.8272412587806597,1000,9,1e-7
G03_4,1.5880109392979385,10,33,0.02487744602214865
G03_5,1.1237344610407813,10,9,0.03447510251976406
G03_7,1.2487376697099921,20,33,0.010454094734482519
G03_8,1.2641382937572996,20,9,0.014544172664568403
